id,cabinet,party,pm,defector,party_id_source,data_source,description,comment,data_json
2294,946,1471,0,0,Democratic Movement for Change,knesset,,,
2295,946,678,1,0,Likud ,knesset,,,
2320,951,214,0,0,National Religious Party,knesset,,,
2321,951,244,0,0,Alignment,knesset,,,
2322,951,678,1,0,Likud,knesset,,,
2323,951,61,0,0,Ometz,knesset,,,
2324,951,788,0,0,Shas,knesset,,,
2332,953,214,0,0,National Religious Party,knesset,,,
2333,953,678,1,0,Likud,knesset,,,
2334,953,788,0,1,Shas,"knesset, reuters",Sfarad's guards of the Torah (Shas) party supported Alignment (A) in a confidence vote.,,
2335,953,244,0,1,Alignment,"knesset, reuters",PM Shamir dismissed Alignment (A) leader Peres on 13 March 1990 and ministers resigned two days later.,,
2337,954,214,0,0,National Religious Party,knesset,,,
2339,954,678,1,0,Likud ,knesset,,,
2340,954,788,0,0,Shas,knesset,,,
2341,954,976,0,0,Tzomet ,knesset,,,
2344,955,214,0,0,National Religious Party,knesset,,,
2346,955,678,1,0,Likud ,knesset,,,
2347,955,788,0,0,Shas,knesset,,,
2348,955,976,0,1,Tzomet ,knesset,Crossroads (Tsomet) withdrew from coalition on 31 December 1991 over Middle East peace talks. ,,
2350,955,980,0,1,Moledet ,knesset,Homeland (M) withdrew from coalition on 21 January 1992 shortly after Crossroads (Tsomet) due to the same reasons. ,,
2359,957,214,0,0,National Religious Party,knesset,,,
2360,957,678,1,0,Likud ,knesset,,,
2361,957,788,0,0,Shas,knesset,,,
2363,958,244,1,0,Israel Labor Party,knesset,,,
2364,958,1419,0,0,Meretz,knesset,,,
2365,958,788,0,1,Shas,"knesset, reuters",Sfarad's guards of the Torah (Shas) minister Deri was dismissed due to corruption accusations. ,,
2366,959,244,1,0,Israel Labor Party,knesset,,,
2367,959,1419,0,0,Meretz,knesset,,,
2368,960,244,1,0,Israel Labor Party,knesset,,,
2369,960,1419,0,0,Meretz,knesset,,,
2370,961,214,0,0,National Religious Party,knesset,,,
2371,961,678,1,0,Likud Gesher Tzomet,knesset,,,
2372,961,788,0,0,Shas,knesset,,,
2374,961,277,0,0,Yisrael Be'aliyah,knesset,,,
2375,961,279,0,0,The Third Way,knesset,,,
2378,962,244,1,1,One Israel,knesset,,,
2379,962,1863,0,0,Center Party,knesset,,,
2389,965,1357,0,0,Ichud Leumi-Yisrael Beiteinu,knesset,,,
2390,965,678,1,0,Likud Union,,,,
2391,965,788,0,0,SHAS Sephardi Torah Movement,,,,
2394,965,244,0,0,One Israel,knesset,,,
2395,965,277,0,0,Israel for Immigration,,,,
2396,966,1357,0,1,Ichud Leumi-Yisrael Beiteinu,"knesset, reuters",National Union (HaLe and YB) ministers resigned on 12 March 2002 in protest of government negotiations with Palestinians.,,
2397,966,678,1,0,Likud Union,,,,
2398,966,788,0,0,SHAS Sephardi Torah Movement,,,,
2399,966,1863,0,0,Center Party,knesset,,,
2400,966,244,0,0,One Israel,,,,
2401,966,277,0,0,Israel for Immigration,,,,
2407,922,1822,0,0,Progressive Party,knesset,,,
2408,922,1831,0,0,Sephardim and Oriental Communities,knesset,,,
2409,924,1833,0,0,Mizrahi,knesset,,,
2410,924,1828,0,0,Po-el Mizrahi,knesset,,,
2411,892,1733,0,0,Peoples Cooperative,nyt,,,
2412,923,1831,0,0,Sephardim and Oriental Communities,knesset,,,
2413,923,1822,0,0,Progressive Party,knesset,,,
2414,968,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2415,968,1828,0,0,Po-el Mizrahi,knesset,,,
2416,925,1822,0,0,Progressive Party,knesset,,,
2417,968,1833,0,0,Mizrahi,knesset,,,
2418,925,1828,0,0,Po-al Mizrahi,knesset,,,
2419,969,439,1,0,DPJ,reuters,,,
2420,969,4,0,0,People's New Party,yomiuri,,,
2421,970,1629,1,0,S - Social Democratic Party,reuters,,,
2422,970,211,0,0,RV - Social-Liberal Party,reuters,,,
2423,970,1644,0,1,SF - Socialist People's Party,"dr, reuters",SF withdrew from the coalition on 30 January 2014 over a privatisation issue and its ministers were replaced on 3 February.,,
2424,971,1666,1,0,Unity,lo,,,
2425,971,1942,0,0,ZRP,lo,,,
2426,971,521,0,0,National Alliance,lo,,,
2427,972,26,0,0,FDP,swiss,,,
2428,972,531,0,0,CVP,swiss,,,
2429,972,750,0,0,SVP,swiss,,,
2430,972,35,0,0,SPS,swiss,,,
2431,973,26,0,0,FDP,swiss,,,
2432,973,531,0,0,CVP,swiss,,,
2433,973,750,0,0,SVP,swiss,,,
2434,974,26,0,0,FDP,swiss,,,
2435,974,750,0,0,SVP,swiss,,,
2436,974,531,0,0,CVP,swiss,,,
2437,975,750,0,0,SVP,swiss,,,
2438,975,26,0,0,FDP,swiss,,,
2439,975,531,0,0,CVP,swiss,,,
2440,976,750,0,0,SVP,swiss,,,
2441,976,531,0,0,CVP,swiss,,,
2442,976,26,0,0,FDP,swiss,,,
2443,977,26,0,0,FDP,swiss,,,
2444,977,531,0,0,CVP,swiss,,,
2445,978,26,0,0,FDP,swiss,,,
2446,978,531,0,0,CVP,swiss,,,
2447,978,750,0,0,SVP,swiss,,,
2448,979,26,0,0,FDP,swiss,,,
2449,979,531,0,0,CVP,swiss,,,
2450,980,26,0,0,FDP,swiss,,,
2451,980,531,0,0,CVP,swiss,,,
2452,981,26,0,0,FDP,swiss,,,
2453,981,531,0,0,CVP,swiss,,,
2454,982,131,1,0,SDKÚ,spectator,,,
2455,982,1460,0,0,SaS,spectator,,,
2456,982,1432,0,0,KDH,spectator,,,
2457,982,1620,0,0,Most-Híd,,,,
2458,984,1338,0,0,Pasok,reuters,,,
2459,984,47,0,0,New Democracy,reuters,,,
2460,984,1179,0,1,LAOS,reuters,All four Popular Orthodox Rally (LAOS) ministers resigned on 10 February 2012 following disagreement over a bailout bill.,,
2461,984,1358,1,0,reuters,papademos,,,
2462,983,2001,1,0,Monti,reuters,,,
2463,985,512,1,0,Civic Platform,pr,,,
2464,985,664,0,0,Polish Peasant's Party,pr,,,
2465,986,997,1,0,National,nzhe,,,
2466,987,1378,1,0,PS,dere,,,
2467,987,1029,0,0,SP.A,dere,,,
2468,987,1110,0,0,VLD,dere,,,
2469,987,723,0,0,Flemish Christian Democrats,dere,,,
2470,987,1192,0,0,Francophone Christian democrats,dere,,,
2471,987,915,0,0,Flemish liberals,dere,,,
2472,988,645,1,0,Popular Party,afp,,,
2473,989,35,0,0,Social Democratic Party,swiss,,,
2474,989,26,0,0,Radical Party,swiss,,,
2475,989,750,0,0,Swiss People's Party,swiss,,,
2476,989,1213,0,0,Conservative Democratic Party,swiss,,,
2477,989,531,0,0,Christian Democratic Party,swiss,,,
2478,903,1213,0,0,Conservative Democratic Party,swiss,,,
2479,990,179,1,0,SDS,sta,,,
2480,990,16,0,1,SLS,sta,Slovenian People's Party (SLS) withdrew from coalition on 25 February 2013.,,
2481,990,1587,0,1,DeSUS,sta,Democratic Party of Pensioners (DeSUS) withdrew from coalition on 22 February 2013.,,
2482,990,1047,0,0,NSi,sta,,,
2483,990,1988,0,1,Virant List,"reuters, sta",Citizens' List (DL) withdrew from coalition on 23 January 2013 after PM Jansa refused to resign over corruption allegations.,,
2484,764,1219,0,1,Suomen Kansanpuolue,valt,Finnish People's Party (SK) opposed income and property tax increases leading to the end of the cabinet in December 1963.,,
2485,239,1278,0,0,SDI,ejpr,,,
2486,214,1278,0,1,SDI,"afp, mueller",Italian Socialist Party (SDI) threatened to resign in mid December and called for the resignation of PM D'Alema (AFP).,,
2487,239,2001,1,0,PM Amato,,,,
2488,382,2001,1,0,government of experts,reuters,,,
2489,991,2001,1,0,caretaker,reuters,,,
2490,992,958,1,0,Liberal Democrats (PDL),afp,,,
2491,992,948,0,0,Hungarian Minority (UDMR),afp,,,
2492,992,2002,0,0,National Union for the Progress of Romania (UNPR),reuters,,,
2493,993,958,1,0,Democrat-Liberal ,reuters,,,
2494,993,948,0,0,ethnic Hungarian party,reuters,,,
2495,537,2002,0,0,"ational Union for Romania's Progress (UNPR),","ager, ejpr","Gabriel Oprea, an independent MP and Minister of Defence since 23 December 2009, was a founding member of the National Union (UNPR) which formed on 2 May 2010.",,
2496,994,1253,1,0,Labor,hug-68,,,
2497,995,1253,1,0,Labor,hug-68,,,
2498,996,1898,1,0,Protectionist,hug-68,,,
2499,997,1898,1,0,Protectionist,hug-68,,,
2500,998,1253,1,0,Labor,hug-68,,,
2501,999,1938,1,0,Free Trade,hug-68,,,
2502,999,1898,0,0,Protectionist,hug-68,,,
2503,1000,1898,1,0,Protectionist,hug-68,,,
2504,1001,1253,1,0,Labor,hug-68,,,
2505,1002,1898,1,0,Protectionist,hug-68,,,
2506,1002,1938,0,0,Free Trade,hug-68,,,
2507,1003,1253,1,0,Labor,hug-68,,,
2508,1004,2285,1,0,Liberal,hug-68,,,
2509,1005,1253,1,0,Labor,hug-68,,,
2510,1006,1253,1,0,Labor,hug-68,,,
2511,1007,2003,1,0,National Labor,hug-68,,,
2512,1008,1905,1,0,Nationalist,hug-68,,,
2513,1009,1905,1,0,Nationalist,hug-68,,,
2514,1010,1905,1,0,Nationalist,hug-68,,,
2515,1011,1905,1,0,Nationalist,hug-68,,,
2516,1012,1905,1,0,Nationalist,hug-68,,,
2517,1012,184,0,0,Country Party,hug-68,,,
2518,1013,1905,1,0,Nationalist,hug-68,,,
2519,1013,184,0,0,Country Party,hug-68,,,
2520,1014,1905,1,0,Nationalist,hug-68,,,
2521,1014,184,0,0,Country,hug-68,,,
2522,1015,1253,1,0,Labor,hug-68,,,
2523,1016,1912,1,0,UAP,hug-68,,,
2524,1017,1912,1,0,UAP,hug-68,,,
2525,1017,184,0,0,Country Party,hug-68,,,
2526,1018,1912,1,0,UAP,hug-68,,,
2527,1018,184,0,0,Country Party,hug-68,,,
2528,1019,184,1,0,Country,hug-68,,,
2529,1019,1912,0,0,UAP,hug-68,,,
2530,1020,1912,1,0,UAP,hug-68,,,
2531,1021,1912,1,0,UAP,hug-68,,,
2532,1021,184,0,0,Country Party,hug-68,,,
2533,1022,1912,1,0,UAP,hug-68,,,
2534,1022,184,0,0,Country Party,hug-68,,,
2535,1023,184,1,0,Country,hug-68,,,
2536,1023,1912,0,0,UAP,hug-68,,,
2537,1024,1411,1,0,Liberal,hug-77,,,
2538,1024,184,0,0,Country Party,hug-77,,,
2539,1025,134,1,0,none,nyt,,,
2540,1026,1045,1,0,Conservative,afp,,,
2541,1026,482,0,0,Liberal Movement,afp,,,
2542,1026,2007,0,0,United Faction of the Liberal and Centre Union and NAtion's Resurrection Party,elta,,,
2543,1027,220,1,0,Smer,afp,,,
2544,1028,1409,1,0,VVD,reuters,,,
2545,1028,235,0,0,CDA,reuters,,,
2546,64,1601,0,0,PSDR,reuters,,,
2547,64,5,0,0,PUR,reuters,,,
2548,1029,1120,1,0,PSD,reuters,,,
2551,1030,829,1,0,Civic Democrats,afp,,,
2552,1030,2,0,0,TOP 09,afp,,,
2553,1030,2042,0,0,faction of the centrist Public Affairs,afp,,,
2554,1031,678,1,0,Likud,knesset,,,
2555,1031,244,0,0,Labor Under Ehud Barak,knesset,,,
2556,1031,1816,0,0,Yisrael Beitenu,knesset,,,
2557,1031,788,0,0,Shas,knesset,,,
2558,1031,214,0,0,Habayit Hayehudi - New National Religious Party,knesset,,,
2559,1032,678,1,0,Likud,knesset,,,
2560,1032,1816,0,0,Yisrael Beitenu,knesset,,,
2561,1032,2043,0,0,Labor Under Ehud Barak,knesset,,,
2562,1032,788,0,0,Shas,knesset,,,
2563,1032,214,0,0,Habayit Hayehudi - New National Religious Party,knesset,,,
2564,1033,1120,1,0,PSD (part of the USL),reuters,,,
2565,1033,5,0,0,PC (part of the USL),reuters,,,
2566,1033,1015,0,0,PNL (part of the USL),reuters,,,
2567,1034,973,1,0,SPÖ,"bka, reuters",,,
2568,1034,1013,0,0,ÖVP,"bka, reuters",,,
2569,1035,1013,1,0,ÖVP,faz,,,
2570,1035,973,0,0,SPÖ,faz,,,
2571,417,163,0,0,DRP,jiji,Democratic Reform Party (DRP) with no seats in the lower house but 11 seats in the upper house.,Harumi Inui (DRP) parliamentary vice minister for the Science and Technology Agency,"{""junior_minister"": true, ""upper_house_seats"": 11}"
2572,1036,878,1,0,Labour,,,,
2573,1037,1539,1,0,Socialist,afp,,,
2574,1037,873,0,0,"Cécile Duflot, Les Verts",fragov,,,
2575,1037,1492,0,0,"Sylvia Pinel, Parti radical de gauche",fragov,,,
2576,1038,1539,1,1,Socialists,ap,,,
2577,1038,1492,0,0,Parti radical de gauche,fragov,,,
2578,1038,873,0,0,Les Verts,fragov,,,
2579,73,1601,0,0,PSDR,reuters,,,
2580,440,419,0,0,PD,reuters,,,
2581,73,1015,0,0,PNL,reuters,,,
2582,440,1015,0,0,PNL,reuters,,,
2583,171,1601,0,0,PSDR,reuters,,,
2584,171,1015,0,0,PNL,reuters,,,
2585,1039,1358,1,0,a senior judge,ap,,,
2586,1040,47,1,0,New Democracy,ana,,,
2587,1041,1409,1,0,VVD,afp,,,
2588,1041,742,0,0,PvDA,afp,,,
2589,1042,1277,1,0,Social Democrats,elta,,,
2590,1042,581,0,0,Labour Party,elta,,,
2591,1042,1421,0,0,Order and Justice,elta,,,
2592,1042,28,0,0, Electoral Action of Poles in Lithuania (LLRA),elta,,,
2593,792,353,0,0,Bulgarian Agrarian National Union,bbc,,,
2594,1043,1120,1,0,USL,reuters,,,
2595,1043,1015,0,1,PNL,reuters,National Liberal Party  (PNL) ministers resigned on 26 February 2014 after differences over a proposed ministerial appointment.,,
2596,1043,5,0,0,PC,reuters,,,
2597,1044,1193,1,0,Liberal Democratic Party,kyodo,,,
2598,1044,837,0,0,New Komeito,kyodo,,,
2599,1045,133,1,0,interim administration,reuters,,,
2600,1046,1003,1,0,Labour Party,tom,,,
2601,1047,1987,1,1,PS - Positive Slovenia,reuters,,,
2602,1047,706,0,0,SD - Social Democrats,reuters,,,
2603,1047,1587,0,0,DESUS - Democratic Pensioners' Party of Slovenia,reuters,,,
2604,1047,1988,0,0,DL - Civic List,reuters,,,
2606,1048,382,1,0,PD,reuters,,,
2607,1048,2156,0,0,SC,reuters,,,
2611,1048,596,0,1,IPdL,reuters,People of Freedom (PdL) split into Go Italy (FI) and New Centre-Right (NCD) on 15 November after party leader Berlusconi planned to withdraw from the cabinet.,,"{""cabinet_change"": ""Ministers of PdL resigned on 2013-09-28 (reuters)""}"
2612,672,397,0,0,Union of the Centre,afp,,,
2613,1049,1493,1,0,SPDH,conrad,,,
2614,1049,1102,0,0,HSLS,conrad,,,
2615,1049,1627,0,1,IDS,conrad,,,
2616,1049,1465,0,0,HSS,conrad,,,
2617,1049,1384,0,0,HNS,conrad,,,
2618,1049,1457,0,0,LS,conrad,,,
2619,1050,1493,1,0,SPDH,conrad,,,
2620,1050,1102,0,1,HSLS,conrad,,,
2621,1050,1465,0,0,HSS,conrad,,,
2622,1050,1384,0,0,HNS,conrad,,,
2623,1050,1457,0,0,LS,conrad,,,
2624,1051,1493,1,0,SPDH,conrad,,,
2625,1051,1465,0,0,HSS,conrad,,,
2626,1051,1384,0,0,HNS,conrad,,,
2627,1051,1457,0,0,LS,conrad,,,
2628,1051,90,0,0,Libra,conrad,,,
2629,1052,276,1,0,HDZ,conrad,,,
2630,1052,1081,0,1,DC,conrad,,,
2631,1053,276,1,0,HDZ,conrad,,,
2632,1054,276,1,0,HDZ,conrad,,,
2633,1054,1465,0,0,HSS,conrad,,,
2634,1054,1102,0,0,HSLS,conrad,,,
2635,1054,2133,0,0,SDSS,conrad,,,
2636,1055,276,1,0,HDZ,conrad,,,
2637,1055,1102,0,1,HSLS,hina,Croatian Social Liberal Party (HSLS) left coalition on 10 July 2010 over accusation of cabinet disloyalty.,,
2638,1055,2133,0,0,SDSS,conrad,,,
2639,1055,1465,0,0,HSS,conrad,,,
2640,1056,1493,1,0,SDP,hina,,,
2641,1056,1384,0,0,HNS,hina,,,
2642,1056,1627,0,0,Istrian Democratic Party,hina,,,
2643,1057,276,1,0,HDZ,,,,
2644,1057,2133,0,0,SDSS,,,,
2645,1057,1465,0,0,HSS,,,,
2646,1058,1160,0,0,Socialists,reuters,,,
2647,1058,1286,0,0,MRF,reuters,,,
2648,1058,133,1,0,Oresharski,reuters,,,
2649,1059,1455,1,0,Progressives,reuters,,,
2650,1059,1342,0,0,Independence Party,reuters,,,
2651,1060,47,1,0,ND,ejpr,,,
2652,1060,1338,0,0,PASOK,reuters,,,
2653,1061,1253,1,0,ALP,reuters,,,
2654,76,1567,1,0,none,reuters,,,
2655,1062,1567,1,0,Independent,reuters,,Need to change: Independents and caretaker gov not the same!,
2656,835,440,0,0,KDS,reuters,,,
2657,1063,1234,1,0,CSV,reuters,,,
2658,1063,701,0,0,Socialist coalition partner,reuters,,,
2659,1064,1575,1,0,Disy,afp,,,
2660,1064,851,0,1,Diko,"afp, reuters",Democratic Party (DIKO) decided to leave cabinet on 27 Februar 2014 but its ministers remained in office and left the party.,,
2661,1064,491,0,0,European Party,afp,,,
2664,1065,1435,1,0,Conservative Party,reuters,,,
2665,1065,351,0,0,Progress Party,reuters,,,
2666,1066,1411,1,0,LP,reuters,,,
2667,1066,184,0,0,NP,reuters,,,
2668,1066,215,0,0,NP,reuters,,,
2669,1066,154,0,0,LP,reuters,,,
2670,1067,729,1,0,Military/Civil,nyt,,,
2671,1048,226,0,0,Giampiero D'ALIA,reuters,,,
2672,1048,1296,0,0,Radical Party,reuters,,,
2673,1068,382,1,1,Democratic Party,reuters,Democratic Party (PD) leader Renzi forced PM Letta to resign.,,
2674,1068,226,0,0,Giampiero D'Alia,reuters,,,
2675,1068,1296,0,0,Radical Party (Emma Bonino),reuters,,,
2676,1068,2268,0,0,New Centre-Right,reuters,,,
2677,1068,2156,0,0,SC,reuters,,,
2678,1069,967,1,0,Democratic Party,reuters,,,
2679,1069,701,0,0,Socialists,reuters,,,
2680,1069,310,0,0,Greens,reuters,,,
2681,1070,973,1,0,SPOe,reuters,,,
2682,1070,1013,0,0,OeVP,reuters,,,
2683,1071,1727,1,0, CDU/CSU,reuters,,,
2684,1071,558,0,0,SPD,reuters,,,
2685,1072,789,1,0,Social Democrats,reuters,,,
2686,1072,2263,0,0,ANO,reuters,,,
2687,1072,1245,0,0,Christian Democrats,reuters,,,
2688,1073,1666,1,0,Unity Party,reuters,,,
2689,1073,466,0,0,Union of Greens and Farmers,reuters,,,
2690,1073,1942,0,0,Reform Party,reuters,,,
2691,1073,521,0,0,National Alliance,reuters,,,
2692,1074,1629,1,0,SocDem,dr,,,
2693,1074,211,0,0,SLP,dr,,,
2694,1075,901,1,0,akp,sonntag,,,
2695,1076,901,1,0,akp,sonntag,,,
2696,1077,901,1,0,akp,sonntag,,,
2697,1078,901,1,0,akp,sonntag,,,
2698,1079,382,1,0,Democratic Party,reuters,,,
2699,1079,2156,0,0,SC,reuters,,,
2700,1079,2268,0,0,NCD,reuters,,,
2701,1079,1296,0,0,Radical Party (Emma Bonino),reuters,,,
2702,1079,226,0,0,Giampiero D'Alia,reuters,,,
2703,927,1822,0,0,Progressive Party,knesset,,,
2704,927,1828,0,0,Po-el Mizrahi,knesset,,,
2705,928,1822,0,0,Progressive Party,knesset,,,
2706,928,1828,0,0,Po-el Mizrahi,knesset,,,
2707,1080,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2708,1080,214,0,0,Poel Mizrahi,knesset,,,
2709,1080,1822,0,0,Progressive Party,knesset,,,
2710,929,1822,0,0,Progressive Party,knesset,,,
2711,930,1822,0,0,Progressive Party,knesset,,,
2712,931,1822,0,0,Progressive Party,knesset,,,
2713,1083,244,1,0,Worker’s Party of Eretz Yisrael,knesset,,,
2714,1083,1343,0,0,Ahdut Ha`avoda - Poalei Zion,knesset,,,
2715,1083,1168,0,0,United Workers` Party,knesset,,,
2716,1083,1822,0,0,Progressive Party,knesset,,,
2717,1084,123,1,0,none,knesset,,,
2719,1085,1120,1,0,PSD,reuters,,,
2720,1085,5,0,0,PC,reuters,,,
2721,1085,2002,0,0,UNPR,reuters,,,
2722,1085,948,0,1,UDMR,ager,Democratic Union of Hungarians in Romania (UDMR) withdrew from coalition on 27 November 2014 and its ministers resigned on 13 December 2014 following PM Ponta's defeat in the presidential election.,,
2723,1086,1575,1,0,DISY,afp,,,
2724,1086,491,0,0,European Party,afp,,,
2725,1087,1334,1,0,anap,sonntag,,,
2726,1088,1334,1,0,anap,sonntag,,,
2727,1089,1334,1,0,anap,sonntag,,,
2728,1090,1334,1,0,anap,sonntag,,,
2729,1091,1141,1,0,dyp,sonntag,,,
2730,1091,507,0,0,shp,sonntag,,,
2732,1092,1141,1,0,DYP,reuters,,,
2733,1092,507,0,1,SHP,reuters," Social Democratic Populist Party (SHP) and Republican People's Party (CHP) merged on 18 February 1995.
Republican People's Party (CHP, formerly SHP) ministers resigned on 20 September 1995 over domestic security issues.",,
2734,1093,1141,1,0,DYP,reuters,,,
2735,1093,507,0,0,CHP,reuters,,,
2736,1094,1118,1,1,National Coalition Party,valt,PM Katainen announced on 5 April 2014 to resign in June aiming an EU post.,"Three month rule does not apply. No new party, PM or election within three months after end of last cabinet.",
2737,1094,395,0,0,Social Democrats,valt,,,
2738,1094,1062,0,0,Green League,valt,,,
2739,1094,585,0,0,Swedish Peoples Party,valt,,,
2740,1094,1463,0,0,Christian Democrats,valt,,,
2741,1095,113,1,0,Reform Party,reuters,,,
2742,1095,1448,0,0,Social Democratic Party,reuters,,,
2743,1096,1141,1,0,DYP,reuters,,,
2744,1097,1334,1,0,ANAP,reuters,,,
2745,1097,1141,0,1,DYP,reuters,True Path Party (DYP) withdrew from cabinet on 24 May 1996 following conflict over corruption charges.,,
2746,1098,1141,0,0,DYP,reuters,,,
2747,1098,1122,1,0,RP,reuters,,,
2748,1099,1334,1,0,ANAP,reuters,,,
2749,1099,329,0,0,DSP,reuters,,,
2750,1099,2315,0,0,DTP,reuters,,,
2751,1100,329,1,0,DSP,reuters,,,
2752,1101,329,1,0,DSP,reuters,,,
2753,1101,1334,0,0,ANAP,reuters,,,
2754,1101,408,0,0,MHP,reuters,,,
2757,1103,1539,1,1,Socialists,reuters,Left-wing Socialist (PS) ministers where removed through a cabinet resignation and a reshuffle.,,
2758,1103,1492,0,0,Parti radical de gauche,fragov,,,
2759,1104,921,1,0,Fidesz,reuters,,,
2760,1104,434,0,0,Christian Democrats,poltics-hu,,,
2761,1105,235,1,0,CDA,reuters,,,
2762,1105,456,0,0,LPF,reuters,,,
2763,1105,1409,0,0,VVD,reuters,,,
2764,1107,678,1,0,Likud ,knesset,,,
2765,1107,1816,0,0,Yisrael Beitenu,knesset,,,
2766,1107,788,0,0,Shas,knesset,,,
2767,1107,1870,0,0,Kadima,knesset,,,
2768,1107,2043,0,0,Labor Under Ehud Barak,knesset,,,
2773,113,242,0,0,Soc.Dem.,flora-83,,,
2774,89,242,0,0,Soc.Dem.,flora-83,,,
2776,951,1850,0,1,Shinui - Center Party,"knesset, nyt",Change (Shinui) withdrew from coalition on 26 May 1987 in opposition to PM Shamir's rejection to support an international peace conference. ,,
2777,1108,678,1,0,Likud ,knesset,,,
2778,1108,244,0,0,Alignment,knesset,,,
2779,1108,214,0,0,National Religious Party,knesset,,,
2780,1108,788,0,0,Shas,knesset,,,
2781,1108,61,0,0,Ometz,knesset,,,
2782,936,244,1,0,Alignment,knesset,,,
2787,938,244,1,0,Alignment,knesset,,,
2788,1082,244,1,1,Alignment,knesset,,,
2789,1082,214,0,0,National Religious Party,knesset,,,
2790,1082,188,0,0,Independent Liberals,knesset,,,
2793,937,244,1,0,Alignment,knesset,,,
2794,1110,1118,1,0,National Coalition Party,reuters,,,
2795,1110,395,0,0,Social Democrats,reuters,,,
2796,1110,1062,0,1,Green League,"reuters, yle",Green League (VIHR) withdrew from cabinet on 20 September 2014 and its ministers resigned on 26 September following conflict over new nuclear power plant.,,
2797,1110,585,0,0,Swedish Peoples Party,reuters,,,
2798,1110,1463,0,0,Christian Democrats,reuters,,,
2799,1111,678,1,0,Likud,knesset,,,
2800,1111,214,0,0,National Religious Party,knesset,,,
2801,1111,588,0,0,Movement for the Heritage of Israel ,knesset,,,
2802,1112,678,1,0,Likud,knesset,,,
2803,1112,214,0,0,National Religious Party,knesset,,,
2804,1112,588,0,0,Movement for the Heritage of Israel,knesset,,,
2805,1112,1660,0,0,Tehiya,knesset,,,
2806,1112,61,0,0,Movement for National Renewal ,knesset,,,
2807,1113,678,1,0,Likud,knesset,,,
2808,1113,214,0,0,National Religious Party,knesset,,,
2809,1113,588,0,0,Movement for the Heritage of Israel,knesset,,,
2810,1113,1660,0,0,Tehiya,knesset,,,
2811,1113,2354,0,1,Movement for the Renewal of Social Zionism ,knesset,,,
2812,1114,678,1,0,Likud,knesset,,,
2813,1114,214,0,0,National Religious Party,knesset,,,
2814,1114,588,0,0,Movement for the Heritage of Israel,knesset,,,
2815,1114,1660,0,0,Tehiya,knesset,,,
2816,1115,678,0,0,Likud,knesset,,,
2817,1115,214,0,0,National Religious Party,knesset,,,
2818,1115,244,1,0,Alignment,knesset,,,
2819,1115,1850,0,0,Shinui,knesset,,,
2820,1115,61,0,0,Ometz,knesset,,,
2821,1115,1269,0,0,Yahad,knesset,,,
2830,1117,678,1,0,Likud,knesset,,,
2831,1117,788,0,0,Shas,knesset,,,
2832,1117,214,0,0,National Religious Party,knesset,,,
2833,954,2312,0,0,Party for the Advancement of the Zionist Idea,knesset,,,
2834,957,2312,0,0,Party for the Advancement of the Zionist Idea,knesset,,,
2840,1121,244,1,0,One Israel,knesset,,,
2841,1121,788,0,1,Shas,"knesset, reuters",Sfarad's guards of the Torah (Shas) ministers resigned on 11 July 2000 in opposition to PM Baraks participation in 2000 Camp David Summit. ,,
2842,1121,214,0,1,National Religious Party,"knesset, reuters",National Religious Party (Mafdal) ministers resigned on 11 July 2000 in opposition to PM Baraks participation in 2000 Camp David Summit. ,,
2843,1121,277,0,1,Yisrael Be'aliyah,"knesset, reuters",Israel for Immigration (YBA) ministers resigned on 11 July 2000 in opposition to PM Baraks participation in 2000 Camp David Summit. ,,
2845,1120,244,1,0,Likud,knesset,,,
2846,1120,1419,0,0,Meretz,knesset,,,
2847,1120,2355,0,0,Yi-ud,knesset,,,
2848,1121,1419,0,1,Meretz,"knesset, reuters",Energy (Meretz) ministers withdrew on 24 June 2000 in opposition to PM Barak's peace negotiations with the Palestinians.,,
2849,1121,1863,0,0,Center Party,knesset,,,
2851,1122,678,1,0,Likud,knesset,,,
2852,1122,788,0,0,Shas,knesset,,,
2853,1122,1863,0,0,Center Party,knesset,,,
2854,1122,277,0,0,Yisrael Be'aliyah,knesset,,,
2855,1122,244,0,0,One Israel,knesset,,,
2856,1122,1862,0,1,Gesher,"knesset, reuters",Bridge (One) minister Levy resigned from cabinet on 29 July 2002 over disagreement on budget cuts. ,,
2857,1123,678,1,0,Likud,knesset,,,
2858,1123,788,0,0,Shas,knesset,,,
2859,1123,1863,0,0,Center Party,knesset,,,
2860,1123,277,0,0,Yisrael Be'aliyah,knesset,,,
2861,1123,244,0,1,One Israel,"knesset, reuters","One Israel (MHH, One, Meimad) ministers resigned on 30 Oktober 2002 after a dispute over funding for Jewish settlements.",,
2862,1124,678,1,0,Likud,knesset,,,
2863,1124,788,0,0,Shas,knesset,,,
2864,1124,1863,0,0,Center Party,knesset,,,
2865,1124,277,0,0,Yisrael Be'aliyah,knesset,,,
2866,1131,1870,1,0,Kadima,knesset,,,
2867,1131,244,0,0,Labor-Meimad,knesset,,,
2868,1131,788,0,0,Shas,knesset,,,
2869,1131,1873,0,0,Gil Pensioners Party,knesset,,,
2870,1132,1873,0,0,Gil Pensioners Party,knesset,,,
2871,1132,1870,1,0,Kadima,knesset,,,
2872,1132,788,0,0,Shas,knesset,,,
