id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
243,75,26,RKI,"National Coalition Party ""Pro Patria""","Rahvuslik Koonderakond ""Isamaa""","Rahvuslik Koonderakond ""Isamaa""",,http://en.wikipedia.org/wiki/Homeland_National_Coalition_Party,1992-11-21,1995-12-02,,New party formed in 21 November 1992.,,
244,34,11,Ma|Av,Alignment | Labor,HaMa'arakh | HaAvoda,HaMa'arakh | HaAvoda,המערך | הָעֲבוֹדָה,https://en.wikipedia.org/wiki/Israeli_Labor_Party,1968-01-23,,,"Party formed on 23 January 1968 as a merger of the United Workers Party (Mapam), Labour Unity (AhAv), and Israeli Workers List (Rafi).",,
247,5,6,NPD,New Party Daichi,Shintō Daichi,Shinto Daichi,新党大地,http://en.wikipedia.org/wiki/New_Party_Daichi,2005-08-18,,,,,
248,72,16,JP,Jones Party,Jones Party,Jones Party,,http://www.maltadata.com/abbrev.htm,1945-07-01,,mchale,,,
249,34,26,DeTo,Banner of the Torah,Degel HaTorah,Degel HaTorah,דגל התורה‎,http://en.wikipedia.org/wiki/Degel_HaTorah,1988-07-01,,,Party formed in 1988 as a splinter from Agudat Israel (AY).,,
251,63,3,CDS-PP,Democratic and Social Centre -- People's Party,Centro Democrático e Social – Partido Popular,Centro Democratico e Social -- Partido Popular,,http://en.wikipedia.org/wiki/People's_Party_(Portugal),,,,,,
252,41,11,KDS,Party of Democratic Socialism,Komma Dimokratikou Socialismou,Komma Dimokratikou Socialismou,Κόμμα Δημοκρατικού Σοσιαλισμού,http://en.wikipedia.org/wiki/Party_of_Democratic_Socialism_(Greece),,,,,,
254,23,11,PaRo,Party of the Roma,Partida Romilor,Partida Romilor,,http://en.wikipedia.org/wiki/Party_of_the_Roma,1990-07-01,,,New party formed in 1990.,,
255,54,19,B90/Gr,Alliance 90 / Greens -- Citizens' Movement,Bündnis 90 / Grüne – BürgerInnenbewegung,Buendnis 90 / Gruene -- BuergerInnenbewegung,,http://en.wikipedia.org/wiki/Alliance_90,1990-02-01,,,,,
256,64,14,PA-PTB,Workers' Party of Belgium,Partij van de Arbeid – Parti du Travail de Belgique,Partij van de Arbeid -- Parti du Travail de Belgique,,http://en.wikipedia.org/wiki/Workers_Party_of_Belgium,1979-07-01,,,New party formed in 1979.,"This is one of the few national parties. It is registered under different names (PTB+ Wallonia, PVDA+ Flanders, PTB+PVDA+ Brussels) in recent elections.",
257,55,11,SDLP,Social Democratic Welfare Party,Sociāldemokrātiskā Labklājības partija,Socialdemokratiska Labklajibas partija,,,,,,,,"{""information_needed"": ""party origin""}"
259,43,2,CPNT,"Hunting, Fishing, Nature, Tradition","Chasse, pêche, nature, traditions","Chasse, peche, nature, traditions",,"http://en.wikipedia.org/wiki/Chasse,_P%C3%AAche,_Nature,_Traditions",,,,,,
260,63,14,UDP,Popular Democratic Union,União Democrática Popular,Uniao Democratica Popular,,http://en.wikipedia.org/wiki/People%27s_Democratic_Union_(Portugal),,,,,,null
265,34,16,AY,Union of Israel,Agudat Yisrael,Agudat Yisrael,אגודת ישראל‎,http://en.wikipedia.org/wiki/Agudat_Yisrael,1912-07-01,,,New party formed in 1912.,,
267,55,40,TKL-ZP,People's Movement for Latvia -- Siegerist Party,Tautas Kustība Latvijai – Zīgerista Partija,Tautas Kustiba Latvijai -- Zigerista Partija,,http://lv.wikipedia.org/wiki/Tautas_Kust%C4%ABba_Latvijai_%28Z%C4%ABgerista_partija%29,,,,,,
270,43,40,FN,National Rally,Rassemblement National ,Rassemblement National ,,http://en.wikipedia.org/wiki/Front_National_(France),1972-10-05,,,New party formed on 5 October 1972.,,
272,59,12,none,no party affiliation,Parteilose,Parteilose,,,,,,,,null
275,8,40,CP,Centre Party,Centrumpartij,Centrumpartij,,http://en.wikipedia.org/wiki/Centrumpartij,1980-03-11,1986-05-13,,New party formed on 11 March 1980.,,
276,62,3,HDZ,Croatian Democratic Union,Hrvatska demokratska zajednica,Hrvatska demokratska zajednica,,http://en.wikipedia.org/wiki/Croatian_Democratic_Community,,,,,,
277,34,6,YBA,Israel for Immigration,Yisrael Ba-Aliya,Yisrael Ba-Aliya,,http://en.wikipedia.org/wiki/Yisrael_BaAliyah,1995-07-01,,,New party formed in 1995.,,
278,55,6,TPA,Political Union of Economists,Tautsaimnieku politiskā apvienība,Tautsaimnieku politiska apvieniba,,http://web.cvk.lv/pub/public/28758.html,,,,,,null
279,34,6,DS,The Third Way,HaDerekh HaShlishit,HaDerekh HaShlishit,הדרך השלישית‎,https://en.wikipedia.org/wiki/Third_Way_%28Israel%29,1996-03-07,,,,,
280,37,26,FF,Fianna Fail,Fianna Fáil,Fianna Fail,,http://en.wikipedia.org/wiki/Fianna_F%C3%A1il,,,,,,
281,63,14,PCTP/MRPP,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,,http://en.wikipedia.org/wiki/Communist_Party_of_the_Portuguese_Workers_/_Reorganizative_Movement_of_the_Party_of_the_Proletariat,,,,,,null
282,35,3,KD,Christian Democrats,Kristdemokraterna,Kristdemokraterna,,http://en.wikipedia.org/wiki/Christian_Democrats_%28Sweden%29,1964-03-20,,,New party formed on 20 March 1964.,,
285,43,26,d-droite,other right,divers droite,divers droite,,,,,,,,
288,55,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
290,64,40,VU,People's Union,Volksunie,Volksunie,,http://en.wikipedia.org/wiki/People%27s_Union_%28Belgium%29,1946-07-01,,,New party formed in 1946. ,,
292,54,16,Grau,The Grays -- Gray Panthers,Die Grauen – Graue Panther,Die Grauen -- Graue Panther,,http://en.wikipedia.org/wiki/The_Grays_%E2%80%93_Gray_Panthers,1989-07-12,2008-03-17,,New party formed on 12 July 1989. ,,
296,29,11,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,,http://en.wikipedia.org/wiki/New_Democratic_Party_of_Canada,1961-08-03,,,Party formed on 03 August 1961 as a merger of equal parts of the Canadian Labour Congress and the Co-operative Commonwealth Federation (CCF).,,
300,8,3,ARP,Anti-Revolutionary Party,Anti-Revolutionaire Partij,Anti-Revolutionaire Partij,,http://en.wikipedia.org/wiki/Anti_Revolutionary_Party,,,,,,
301,54,16,Tier,Animal Protection Party,Tierschutzpartei,Tierschutzpartei,,http://en.wikipedia.org/wiki/Human_Environment_Animal_Welfare,1993-02-13,,,New party formed on 13 Februar 1993.,,"{""name_full"": {""name_short"": ""Tier"", ""name_english"": ""Human Environment Animal Welfare"", ""name"": ""Mensch Umwelt Tierschutz""}}"
303,33,11,LLP,Lang Labour Party,Lang Labour Party,Lang Labour Party,,http://en.wikipedia.org/wiki/Lang_Labour_Party,,,,Lang Labour Party (LLP) split from and joined Australian Labor Party (ALP) three times.,,
305,34,11,Ratz,Movement for Civil Rights and Peace,Hatnuah Lezhiot Ha'ezrach,Hatnuah Lezhiot Ha'ezrach,התנועה לזכויות האזרח ולשלום,,1973-07-01,,,,,
306,21,14,En-O,Red-Green Alliance,Enhedslisten – De Rød-Grønne,Enhedslisten -- De Rod-Gronne,,http://en.wikipedia.org/wiki/Red-Green_Alliance_%28Denmark%29,,,,,,"{""predecessor"": {""name_english"": ""Socialist Workers Party"", ""name"": ""Socialistisk Arbejderparti""}}"
307,23,14,PSoDR,Romanian Socialist Democratic Party,Partidul Socialist Democrat Român,Partidul Socialist Democrat Roman,,,,,,,,null
308,40,19,GPL-PVL,Green Liberal Party,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Gruenliberale Partei der Schweiz -- Parti Vert-Liberal,,http://en.wikipedia.org/wiki/Green_Liberal_Party_of_Switzerland,2007-11-01,,ap,Splinter group of the Greens (Grue) in the Zurich canton was established on 3 July 2004 (St. Galler Tagblatt) and the party was formed at the national level on 19 July 2007 (AP).,,
309,55,14,LSP,Socialist Party of Latvia,Latvijas Sociālistiskā partija,Latvijas Socialistiska partija,,http://en.wikipedia.org/wiki/Latvian_Socialist_Party,,,,,,
310,7,19,Greng,The Greens,Déi Gréng,Dei Greng,,http://en.wikipedia.org/wiki/The_Greens_%28Luxembourg%29,,,,,,"{""name_language"": [""French: Les Verts"", ""German: Die Gr\u00fcnen""]}"
311,44,16,Plaid,Plaid Cymru,Plaid Cymru,Plaid Cymru,,http://en.wikipedia.org/wiki/Plaid_Cymru,1925-08-05,,,New party formed on 5 August 1925.,,
313,1,3,SDK,Slovak Democratic Coalition,Slovenská demokratická koalícia,Slovenska demokraticka koalicia,,http://en.wikipedia.org/wiki/Slovak_Democratic_Coalition,1997-07-03,,,,Electoral alliance and parliamentary group but with alliance parties continuing to exist.,
316,62,40,HB,Croatian Bloc,Hrvatski blok,Hrvatski blok,,http://en.wikipedia.org/wiki/Croatian_Bloc_%28political_party%29,2002-09-14,2009-01-02,,,,
317,60,14,SSS,Socialist Party of Slovenia,Socialistična stranka Slovenije,Socialisticna stranka Slovenije,,http://en.wikipedia.org/wiki/Socialist_Party_of_Slovenia,1990-06-09,,,,,
318,37,11,Lab,Labour Party,Labour Party,Labour Party,,http://en.wikipedia.org/wiki/Labour_Party_%28Ireland%29,,,,,,
319,44,26,DUP,Democratic Unionist Party,Democratic Unionist Party,Democratic Unionist Party,,http://en.wikipedia.org/wiki/Democratic_Unionist_Party,,,,,,
321,60,16,DEMOS,Democratic Opposition of Slovenia,Demokratična opozicija Slovenije,Demokraticna opozicija Slovenije,,http://en.wikipedia.org/wiki/Democratic_Opposition_of_Slovenia,,,,,,"{""include"": ""major alliance""}"
322,74,40,RKN,Catholic-National Movement,Ruch Katolicko-Narodowy,Ruch Katolicko-Narodowy,,http://en.wikipedia.org/wiki/Ruch_Katolicko-Narodowy,1997-12-14,,,,,
323,26,40,ASM,Social Alternative Mussolini,Alternativa Sociale Mussolini,Alternativa Sociale Mussolini,,http://en.wikipedia.org/wiki/Social_Action_%28Italy%29,,,,,,
325,26,19,VA,Rainbow Greens,Verdi Arcobaleno,Verdi Arcobaleno,,http://en.wikipedia.org/wiki/Rainbow_Greens,1989-01-01,,,Party formed on 1 January 1989. ,,
326,60,11,Zares,For Real,Zares,Zares,,http://en.wikipedia.org/wiki/Zares,2007-10-06,,,,,
329,20,11,DSP,Democratic Left Party,Demokratik Sol Parti,Demokratik Sol Parti,,http://en.wikipedia.org/wiki/Democratic_Left_Party_(Turkey),1985-11-14,,,New party formed on 14 November 1985.,,
332,44,11,N,Nationalist Party,Nationalist Party,Nationalist Party,,http://en.wikipedia.org/wiki/Nationalist_Party_%28Northern_Ireland%29,1918-07-01,1977-07-01,,,,
334,74,3,ChD,Christian Democracy,Chrześcijańska Demokracja,Chrzescijanska Demokracja,,http://pl.wikipedia.org/wiki/Chrze%C5%9Bcija%C5%84ska_Demokracja_(koalicja),,,,,,null
335,26,11,PSA,Sardinian Action Party,Partito Sardo d'Azione,Partito Sardo d'Azione,,http://en.wikipedia.org/wiki/Sardinian_Action_Party,,,,,,
336,68,6,VV,Public Affairs,Věci veřejné,Veci verejne,,http://en.wikipedia.org/wiki/Public_Affairs_%28political_party%29,2001-07-01,,,New party formed in 2001.,,
339,8,16,EuTr,Europe Transparent,Europa Transparant,Europa Transparant,,http://en.wikipedia.org/wiki/Europa_Transparant,2004-04-08,2008-07-01,,New party formed on 8 April 2004.,,
341,63,11,PRD,Democratic Renewal Party,Partido Renovador Democrático,Partido Renovador Democratico,,http://en.wikipedia.org/wiki/Democratic_Renewal_Party_%28Portugal%29,1985-07-19,2000-04-12,,New party formed in 1985.,,
342,8,19,PPR,Radical Political Party,Politieke Partij Radikalen,Politieke Partij Radikalen,,http://en.wikipedia.org/wiki/Politieke_Partij_Radikalen,,,,,,
345,8,6,D66,Democrats 66,Democraten 66,Democraten 66,,http://en.wikipedia.org/wiki/Democrats_66,1966-10-14,,,New party formed on 14 October 1966.,,
349,44,16,U,Unity,Unity,Unity,,http://en.wikipedia.org/wiki/Unity_%28Northern_Ireland%29,1969-07-01,1978-07-01,,,,
351,9,40,Fr,Progress Party,Fremskrittspartiet,Fremskrittspartiet,,http://en.wikipedia.org/wiki/Progress_Party_%28Norway%29,1973-04-08,,,New party formed on 8 April 1973.,,
353,10,2,ZNS,Agrarian People's Union,Zemedelski Naroden Suyuz,Zemedelski Naroden Suyuz,Земеделски народен съюз,http://en.wikipedia.org/wiki/Agrarian_People's_Union,,,,Party formed in 1993 by members of the Agrarian People's Union (ZNS).,,
354,11,11,PP,Progressive Party,Progressive Party,Progressive Party,,http://en.wikipedia.org/wiki/New_Zealand_Progressive_Party,2002-04-03,2012-03-09,nzpa,"Progressive Party (PP) was formed by Jim Anderton after splitting from Alliance (A) on 3 April 2002.
Party was dissolved on 9 March 2012.",,
356,23,3,CDR,Romanian Democratic Convention,Convenţia Democrată Română,Conventia Democrata Romana,,http://en.wikipedia.org/wiki/Romanian_Democratic_Convention,,,,see Pavel and Huiu (2003),,
357,8,14,SP,Socialist Party,Socialistiese Partij,Socialistiese Partij,,http://en.wikipedia.org/wiki/Socialist_Party_(Netherlands),1971-10-22,,,"Party formed on 22 October 1971 as a split from the Communist Party of the Netherlands/Marxist–Leninist (KPN/ML). In 1972, the KPN/ML party changed its name to the Socialist Party.",,"{""new_party"": false}"
358,54,6,FVP,Free People's Party,Freie Volkspartei,Freie Volkspartei,,https://en.wikipedia.org/wiki/Free_People%27s_Party_%28Germany%29,1956-04-23,,,Free People's Party (FVP) parliamentary group formed on 23 February 1956 as split from Free Democrats (FDP) and included four cabinet members.,,
360,72,19,AD,Democratic Alternative,Alternattiva Demokratika,Alternattiva Demokratika,,http://en.wikipedia.org/wiki/Democratic_Alternative_(Malta),,,,"New party formed in 1989 by former Labour Party (PL) members and environmental activists.
Party merged with Democratic Party (PD) on 17 October 2020.",,
363,68,40,SSO,Party of Free Citizens,Strana svobodných občanů,Strana svobodnych obcanu,,http://en.wikipedia.org/wiki/Party_of_Free_Citizens,2009-02-14,,,New party formed on 14 February 2009.,,
364,10,40,BNRP,Bulgarian National Radical Party,Balgarska Natsionalnoradikalna Partiya,Balgarska Natsionalnoradikalna Partiya,Българска националнорадикална партия,http://bg.wikipedia.org/wiki/%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%BD%D0%BE-%D1%80%D0%B0%D0%B4%D0%B8%D0%BA%D0%B0%D0%BB%D0%BD%D0%B0_,1990-04-18,,buga,,,
366,26,3,Rete,Movement for Democracy -- The Net,Movimento per la Democrazia – La Rete,Movimento per la Democrazia -- La Rete,,http://en.wikipedia.org/wiki/Movement_for_Democracy_%E2%80%93_The_Net,1991-01-24,,,,,
367,21,14,FK,Common Course,Fælles Kurs,Faelles Kurs,,http://da.wikipedia.org/wiki/F%C3%A6lles_Kurs,1986-04-19,,,Party formed by factions of the Communist Party of Denmark (DKP) in the early 1980s and founded on 19 April 1986.,Coded as new party because it competed with DKP in elections over the 1980s.,
368,29,6,LP,Liberal Party of Canada,Liberal Party of Canada,Liberal Party of Canada,,http://en.wikipedia.org/wiki/Liberal_Party_%28Canada%29,1861-07-01,,,New party formed in 1861.,,
369,74,3,PC,Centre Agreement,Porozumienie Centrum,Porozumienie Centrum,,http://en.wikipedia.org/wiki/Centre_Agreement,1990-05-12,,,,,
370,27,11,PA,Andalusian Party,Partidu Andalucista,Partidu Andalucista,,http://en.wikipedia.org/wiki/Andalusian_Party,1965-07-01,,,New party formed in 1965. ,,
373,26,26,AN,National Alliance,Alleanza Nazionale,Alleanza Nazionale,,http://en.wikipedia.org/wiki/National_Alliance_(Italy),,,,,,
374,7,40,NB,National Movement,National Bewegong,National Bewegong,,http://en.wikipedia.org/wiki/National_Movement_(Luxembourg),1987-05-05,,,New party formed on 5 May 1987.,,"{""name_language"": [""French: Mouvement National"", ""German: National-Bewegung""]}"
375,63,14,POUS,Workers Party of Socialist Unity,Partido Operário de Unidade Socialista,Partido Operario de Unidade Socialista,,http://en.wikipedia.org/wiki/POUS,,,,Party formed in 1976.,,
376,21,6,NLA,New-Liberal Alliance,Ny-Liberal Alliance,Ny-Liberal Alliance,,http://en.wikipedia.org/wiki/Liberal_Alliance_(Denmark),,,,,,
379,37,11,DSP,Democratic Socialist Party,Democratic Socialist Party,Democratic Socialist Party,,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_(Ireland),,,,,,null
380,60,6,AS,Active Slovenia,Aktivna Slovenija,Aktivna Slovenija,,http://en.wikipedia.org/wiki/Active_Slovenia,,,,,,null
382,26,11,PD,Democratic Party,Partito Democratico,Partito Democratico,,http://en.wikipedia.org/wiki/Democratic_Party_(Italy),2007-10-14,,,,,
383,15,40,JL,Young Lithuania,Jaunoji Lietuva,Jaunoji Lietuva,,https://en.wikipedia.org/wiki/Young_Lithuania,1994-09-17,,,New party formed on 17 September 1994.,"Union of LKDS and LTJS ""Young Lithuania"" For United Lithuania (LKDS ir LTJS ""Jaunoji Lietuva"" susivienijimas uz vieninga Lietuva)","{""name_full"": ""Partija \u201eJaunoji Lietuva\u201c""}"
384,55,6,DCP,Democratic Centre Party,Demokrātiskā Centra Partija,Demokratiska Centra Partija,,http://en.wikipedia.org/wiki/Democratic_Center_Party_of_Latvia,1992-07-01,,,New party formed in 1992.,,
385,27,16,Bai,Yes,Bai,Bai,,http://en.wikipedia.org/wiki/Nafarroa_Bai,2004-07-01,2015-07-01,,,,
386,33,40,ONP,One Nation Party,One Nation Party,One Nation Party,,http://en.wikipedia.org/wiki/Pauline_Hanson%27s_One_Nation,,,,Party formed on 11 April 1997 as split from Liberal Party (LP). Pauline Hanson was disendorsed as a LP federal candidate and formed the party. ,,
387,34,14,MiKo|Mo|Sh,Communist Party | Moked | Sheli,HaMiflega HaKomunistit | Moked | Sheli,HaMiflega HaKomunistit | Moked | Sheli,,http://en.wikipedia.org/wiki/Maki_%28historical_political_party%29,1948-07-01,,,,,
390,34,14,ReMiSh,Progressive List for Peace,HaReshima HaMitkademet LeShalom,HaReshima HaMitkademet LeShalom,הרשימה המתקדמת לשלום‎,http://en.wikipedia.org/wiki/Progressive_List_for_Peace,1984-07-01,,,"New party formed in 1984.
Party ceased in the 1990s.",,
393,72,11,PDN,Democratic Nationalist Party,Partit Democratiku Nazzjonalista,Partit Democratiku Nazzjonalista,,"http://en.wikipedia.org/wiki/Democratic_Nationalist_Party_%28Malta,_1959%E2%80%9366%29",1959-07-01,1966-07-01,mchale,,,
395,67,11,SSDP,Social Democratic Party of Finland,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Suomen Sosialidemokraattinen Puolue -- Finlands Socialdemokratiska Parti,,http://en.wikipedia.org/wiki/Suomen_Sosialidemokraattinen_Puolue,,,,,,
